WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	18	29	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	MobiDBLite	mobidb-lite	consensus disorder prediction	302	333	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Gene3D	G3DSA:3.90.182.10	-	30	287	5.3E-102	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	FunFam	G3DSA:3.90.182.10:FF:000001	Protective antigen	30	287	0.0	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Gene3D	G3DSA:2.60.120.240	Protective antigen, heptamerisation domain	288	516	1.0E-74	T	30-06-2025	IPR037149	Protective antigen, heptamerisation domain superfamily	GO:0051260(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	21	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Pfam	PF03495	Clostridial binary toxin B/anthrax toxin PA Ca-binding domain	205	286	3.6E-33	T	30-06-2025	IPR035088	Protective antigen, Ca-binding domain	-	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Pfam	PF17475	Clostridial binary toxin B/anthrax toxin PA domain 2	289	506	0.0	T	30-06-2025	IPR027439	Protective antigen, heptamerisation domain	GO:0051260(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	6	17	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	SMART	SM00758	pa14_novel	44	178	6.8E-35	T	30-06-2025	IPR011658	PA14 domain	-	MetaCyc:PWY-3121|MetaCyc:PWY-5176|MetaCyc:PWY-6002|MetaCyc:PWY-6717|MetaCyc:PWY-6788|MetaCyc:PWY-6902|MetaCyc:PWY-7091|MetaCyc:PWY-7092|MetaCyc:PWY-7822|MetaCyc:PWY-7883|MetaCyc:PWY-7913|Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	21	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Pfam	PF20835	Anthrax protective antigen, immunoglobulin-like domain	623	679	1.9E-22	T	30-06-2025	IPR048853	Anthrax protective antigen, immunoglobulin-like domain	-	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	5	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Gene3D	G3DSA:3.10.20.110	-	517	633	6.6E-39	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	MobiDBLite	mobidb-lite	consensus disorder prediction	176	214	-	T	30-06-2025	-	-	-	-
